Metric,Unit,Value
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.94
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,8.79
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.19
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,98.35
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.88
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.17
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.25
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.14
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,98.52
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.57
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.01
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.69
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.15
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,98.69
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.29
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.35
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.80
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.93
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,89.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.62
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.16
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,98.87
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.00
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.85
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.58
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.16
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,98.87
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.00
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.74
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,8.66
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.98
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.19
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,98.19
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.71
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.58
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,8.28
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.98
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.18
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,98.19
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.70
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.64
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.66
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.69
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.61
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.84
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.52
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.64
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.81
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.62
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.52
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.83
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.54
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.55
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.84
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.70
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.58
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.69
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.69
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.84
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.56
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.67
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.84
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.68
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.64
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.83
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.73
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.66
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.84
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.73
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.60
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.69
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.47
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.83
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.63
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.70
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.83
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.68
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.70
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.82
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.67
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.66
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.84
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.57
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.68
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.69
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.69
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.82
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.83
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.70
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.83
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.74
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.69
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.82
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.62
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.59
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.97
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.84
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.52
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.62
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.69
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,14.45
sm__warps_active.avg.pct_of_peak_sustained_active,%,73.02
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.24
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.31
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.54
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.52
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,14.21
sm__warps_active.avg.pct_of_peak_sustained_active,%,73.01
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.24
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.31
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.55
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.56
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,14.60
sm__warps_active.avg.pct_of_peak_sustained_active,%,72.99
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.24
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.31
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.55
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.40
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,14.56
sm__warps_active.avg.pct_of_peak_sustained_active,%,72.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.24
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.31
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.54
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.66
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.03
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.38
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.03
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.80
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,26.65
sm__warps_active.avg.pct_of_peak_sustained_active,%,89.94
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.42
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.50
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,5.07
sm__warps_active.avg.pct_of_peak_sustained_active,%,13.57
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,87.98
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.56
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.70
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,88.27
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.35
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,88.34
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.95
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.16
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,88.00
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.98
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.24
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,87.95
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.95
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,87.92
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.85
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.20
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,88.01
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.76
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,87.45
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.92
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.69
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.24
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,88.58
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.91
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.37
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,87.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.96
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.78
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.20
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,89.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.37
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.23
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,87.98
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.31
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,86.63
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.81
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.52
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.18
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,87.89
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.43
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,90.14
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.34
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,87.72
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.06
sm__warps_active.avg.pct_of_peak_sustained_active,%,72.18
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.25
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,90.46
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.01
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.01
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.01
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,0
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.03
sm__warps_active.avg.pct_of_peak_sustained_active,%,4.32
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.02
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.01
